sentence_id,source,reference
A.dev.gold.bea19_000177,Recycling item can be a good step to start with clean and safe environment which is perfectly and promptly taking care by my city .,"Recycling items can be a good step to start with for a clean and safe environment , which is perfectly and promptly taken care of by my city ."
A.dev.gold.bea19_000178,Everyone have to plant a tree in front of their home with the rule of province government .,Everyone has to plant a tree in front of their home according to a rule of the provincial government .
A.dev.gold.bea19_000179,People is not realizing that cutting the tree can reduce the production of oxygen in atmosphere .,People do not realize that cutting down a tree can reduce the production of oxygen in the atmosphere .
A.dev.gold.bea19_000180,Eventually human will have no more fresh air to breath .,"Eventually , humans will have no more fresh air to breathe ."
A.dev.gold.bea19_000181,"Additionally , our city government has prohibited smoking in public area and under 18 year old and provides a free session of talk or presentation to increase the awareness of clean , safe , fresh environment to the city .","Additionally , our city government has prohibited smoking in public areas and under 18 years old and provides a free session of talks or presentations to increase the awareness of the importance of a clean , safe , fresh environment to the city ."
A.dev.gold.bea19_000182,"In conclusion , I would suggest to our neighbour cities to taking part of cleaning environment so one day it can be seen in whole country .","In conclusion , I would suggest our neighbour cities take part in cleaning the environment so one day it can be seen in the whole country ."
A.dev.gold.bea19_000183,Everybody has his favourite sport .,Everybody has his favourite sport .
A.dev.gold.bea19_000184,My favourite sport is football game .,My favourite sport is football .
A.dev.gold.bea19_000185,On our school or villiage football stadium i spend a lot of time every day .,At our school or village football stadium I spend a lot of time every day .
A.dev.gold.bea19_000186,Usually i play football with my classmates .,"Usually , I play football with my classmates ."
A.dev.gold.bea19_000187,Before training i ran 1 - 2 kilometres and my legs get a power and my body gets an energy .,"Before training , I run 1 - 2 kilometres and my legs get power and my body gets energy ."
A.dev.gold.bea19_000188,"Our team has a hard - working coach and he gives professional advice to us , how to improve football skills .",Our team has a hard - working coach and he gives professional advice to us about how to improve our football skills .
A.dev.gold.bea19_000189,"His main words:""You must work and work very hard , if you want to get high results "" .","His main words : "" You must work and work very hard if you want to get good results "" ."
A.dev.gold.bea19_000190,"I can say , that coach is experienced person .",I can say that this coach is an experienced person .
