condition,role,sent_idx,source_sentence,o_start,o_end,error_type,correction,required
baseline,system,51,The consumers from traditional branch banking moving towards using electronic delivery channels like personal computer ( PC ) and mobile phones is the most fundamental changes .,25,26,R:NOUN,change.,REQUIRED
baseline,system,51,The consumers from traditional branch banking moving towards using electronic delivery channels like personal computer ( PC ) and mobile phones is the most fundamental changes .,26,27,U:PUNCT,,REQUIRED
baseline,system,52,You feel that you are a part of the team and everyone is together .,11,11,M:PREP,that,REQUIRED
baseline,system,52,You feel that you are a part of the team and everyone is together .,13,15,R:ORTH,together.,REQUIRED
baseline,system,53,"One of the most favorite books for me is , the power of your subconscious mind .",2,4,R:OTHER,my,REQUIRED
baseline,system,53,"One of the most favorite books for me is , the power of your subconscious mind .",6,8,U:OTHER,,REQUIRED
baseline,system,53,"One of the most favorite books for me is , the power of your subconscious mind .",9,10,U:PUNCT,,REQUIRED
baseline,system,53,"One of the most favorite books for me is , the power of your subconscious mind .",10,11,R:DET,"""The",REQUIRED
baseline,system,53,"One of the most favorite books for me is , the power of your subconscious mind .",11,12,R:ORTH,Power,REQUIRED
baseline,system,53,"One of the most favorite books for me is , the power of your subconscious mind .",13,15,R:ORTH,Your Subconscious,REQUIRED
baseline,system,53,"One of the most favorite books for me is , the power of your subconscious mind .",15,17,R:OTHER,"Mind.""",REQUIRED
baseline,system,54,I 'd like to add that television can be the refuge of a person if it 's sad or the break of someone 's on its free time .,0,2,R:ORTH,I'd,REQUIRED
baseline,system,54,I 'd like to add that television can be the refuge of a person if it 's sad or the break of someone 's on its free time .,9,10,R:DET,a,REQUIRED
baseline,system,54,I 'd like to add that television can be the refuge of a person if it 's sad or the break of someone 's on its free time .,11,12,R:PREP,for,REQUIRED
baseline,system,54,I 'd like to add that television can be the refuge of a person if it 's sad or the break of someone 's on its free time .,15,17,R:OTHER,they're,REQUIRED
baseline,system,54,I 'd like to add that television can be the refuge of a person if it 's sad or the break of someone 's on its free time .,19,20,R:DET,a,REQUIRED
baseline,system,54,I 'd like to add that television can be the refuge of a person if it 's sad or the break of someone 's on its free time .,21,22,R:PREP,for,REQUIRED
baseline,system,54,I 'd like to add that television can be the refuge of a person if it 's sad or the break of someone 's on its free time .,23,25,R:OTHER,in,REQUIRED
baseline,system,54,I 'd like to add that television can be the refuge of a person if it 's sad or the break of someone 's on its free time .,25,26,R:DET,their,REQUIRED
baseline,system,54,I 'd like to add that television can be the refuge of a person if it 's sad or the break of someone 's on its free time .,27,29,R:ORTH,time.,REQUIRED
baseline,system,55,The boy did not do anything wrong .,6,8,R:ORTH,wrong.,REQUIRED
baseline,system,56,"So , I think advantages and disadvantages of TV mainly depend on the watching person .",0,2,R:ORTH,"So,",REQUIRED
baseline,system,56,"So , I think advantages and disadvantages of TV mainly depend on the watching person .",4,4,M:DET,the,REQUIRED
baseline,system,56,"So , I think advantages and disadvantages of TV mainly depend on the watching person .",13,16,R:OTHER,viewer.,REQUIRED
baseline,system,57,Mari Paz Sanabria Montez .,3,4,R:SPELL,Montéz.,REQUIRED
baseline,system,57,Mari Paz Sanabria Montez .,4,5,U:PUNCT,,REQUIRED
baseline,system,58,"Finalize can tell that with the passage of time people we change the way we see the world , comes into play evolution , not only of technology but also of society , religion , etc .",0,1,R:OTHER,I,REQUIRED
baseline,system,58,"Finalize can tell that with the passage of time people we change the way we see the world , comes into play evolution , not only of technology but also of society , religion , etc .",8,9,R:NOUN,"time,",REQUIRED
baseline,system,58,"Finalize can tell that with the passage of time people we change the way we see the world , comes into play evolution , not only of technology but also of society , religion , etc .",10,11,U:PRON,,REQUIRED
baseline,system,58,"Finalize can tell that with the passage of time people we change the way we see the world , comes into play evolution , not only of technology but also of society , religion , etc .",17,18,R:NOUN,world;,REQUIRED
baseline,system,58,"Finalize can tell that with the passage of time people we change the way we see the world , comes into play evolution , not only of technology but also of society , religion , etc .",18,19,R:OTHER,evolution,REQUIRED
baseline,system,58,"Finalize can tell that with the passage of time people we change the way we see the world , comes into play evolution , not only of technology but also of society , religion , etc .",21,22,R:OTHER,"play,",REQUIRED
baseline,system,58,"Finalize can tell that with the passage of time people we change the way we see the world , comes into play evolution , not only of technology but also of society , religion , etc .",22,24,U:OTHER,,REQUIRED
baseline,system,58,"Finalize can tell that with the passage of time people we change the way we see the world , comes into play evolution , not only of technology but also of society , religion , etc .",31,37,R:ORTH,"society, religion, etc.",REQUIRED
baseline,system,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",1,2,R:NOUN,"Italy,",REQUIRED
baseline,system,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",11,12,R:NOUN,months;,REQUIRED
baseline,system,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",12,13,U:PUNCT,,REQUIRED
baseline,system,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",18,20,R:ORTH,kids:,REQUIRED
baseline,system,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",22,23,R:VERB:TENSE,was,REQUIRED
baseline,system,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",25,26,R:OTHER,"old,",REQUIRED
baseline,system,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",28,29,R:MORPH,other,REQUIRED
baseline,system,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",31,32,R:VERB:TENSE,were,REQUIRED
baseline,system,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",35,36,R:ADJ,"old,",REQUIRED
baseline,system,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",38,39,R:ADV,"then,",REQUIRED
baseline,system,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",43,45,U:OTHER,,REQUIRED
baseline,system,59,"In Italy I worked as a babysitter for a couple of months , I took care of 3 kids : 1 child is 7 years old and the others 2 children are both 11 years old and back then I had to cook for them lunch and dinner .",48,49,R:OTHER,for them.,REQUIRED
baseline,system,60,I want to invite you to our next concert which will be next month if you have any time please come and see how we are preparing for the concert .,8,9,R:NOUN,"concert,",REQUIRED
baseline,system,60,I want to invite you to our next concert which will be next month if you have any time please come and see how we are preparing for the concert .,13,14,R:NOUN,month.,REQUIRED
baseline,system,60,I want to invite you to our next concert which will be next month if you have any time please come and see how we are preparing for the concert .,14,15,R:ORTH,If,REQUIRED
